index,ad,header,url,location,ad timestamp,lat,long,address,scrape_timestamp,datasource
124,"Book a Mobile Massage to your location today! Female Therapist provides a relaxing therapeutic service on a massage table with clean linen,heated oil and soothing hands. This is an outcall service only.90 min Massage  $1002 hr Massage.      $1351 hr Massage and scrub $1352 hr Massage and scrub $185$25 travel fee and/ or hotel parking will be added if traveling outside of the perimeter. All services are Therapeutic.Contact no# -  show contact info",Mobile Massage by Professional Female Therapist 90 min massage $100,https://atlanta.craigslist.org/atl/thp/d/mobile-massage-by/6420839622.html,Atl,12/11/2017 6:11,,,,20:30.0,CL1
125,"Lorena CMT | Certified Massage Therapy | Hotel Outcall OnlyHello! I am a 29 year old masseuse with over 5 years of experience. Experience my masterful touch now! I deliver out-call massage only to Atlanta hotels. I am available to soothe your aching muscles with natural organic lotion or oil, and the exquisite touch of my hands. I'm independent and trained in light touch, medium and deep tissue. Best full body therapeutic rubdown in Atlanta! Many of my new callers become regular clients. Business travelers relax at the end of your long day! Available late night for your convenience. Flat rate: $150 for 60 minutes and 90 minute massage is also available. No hidden costs. Legitimate hotel guests only; express to you in an hour or less. See you soon!Call me @  show contact info when you're ready to schedule appointment.If I am unable to answer, just leave a VM with callback instructions and I will contact you asap. Please no texts or blocked numbers, or inappropriate questions. Thanks in advance,Lorena    ",24/7 Hotel Outcall Massage ~ Mobile Masseuse ~ Best Bodyrub in Atlanta,https://atlanta.craigslist.org/atl/thp/d/24-7-hotel-outcall-massage/6420632840.html,"Mobile,Massage,Outcall,Your,Hotel",12/10/2017 21:57,33.7525,-84.3888,,20:30.7,CL1
126,"Time to Start your day off right!Contact me, the only massage therapist to help break away all those tight and sore muscles with a unique deep tissue massage and Other relaxing massages.This is for those who want a cure from stressfulness and tense tendons. Available Monday through Saturday as early as 7 am to 9 pm. Find an opening most convenient for the greatest massage you'll receive. Let's restore your Strength and Stamina. This Proven Method Is To Remove Any Lactic Acid That Has Been Building Up In Your Muscles.You will not be disappointed!! Text Me Now for a massage. Appointment Only. Your muscles can't wait any longer, so book your next appointment. Couples Massage Available.Name is MinaTEXT:  show contact infoLocated in Winder, Georgia 2 blocks from the Carl House in Auburn, GeorgiaYou're body will leave very satisfied.I prefer texting, if you wish to have me call you, can you please text me to call you back. Most of the time when I'm not answering my phone calls is because I'm busy massaging. Thank you.PS.If I'm not the female from the picture then your massage is free :)    ",Needing a Nice Relaxing Massage,https://atlanta.craigslist.org/atl/thp/d/needing-nice-relaxing-massage/6420603516.html,"google,map",12/10/2017 21:21,33.9985,-83.7115,,20:31.4,CL1
127, ,,https://atlanta.craigslist.org/atl/thp/d/asia-massage-sore-pain/6420598849.html,, ,,,,20:32.2,CL1
128,"((( GG Spa )))***BETTER RELAXATION 4 U***  3149 E Shadowlawn Ave NE, Atlanta, GA 30305 Come and enjoy a totally relaxing momentWe offer various relaxation service to suit your individual needs  show contact info Body to Soul: We heal you all over 24/7 Always be with youBeautiful  Global Staff are waiting 4 UFree Table Shower! DIRECTION: CLICK ",?õÉ??É?≠?õÉ??É?ˇ?õÉ??É???õÉ??í? ?¯è?É?ù???¯è?É?ù?? 24/7 GG SPA: 404-907-4699,https://atlanta.craigslist.org/atl/thp/d/24-7-gg-spa/6420531641.html,"Buckhead,Midtown,Downtown",12/10/2017 20:01,33.841012,-84.374146,3149 E Shadowlawn Ave NE,20:33.0,CL1
129,Relax and rejuvenate! I invite you to join me for an amazing massage. Conveniently and privately located. Escape the mundane...Tara 84 three 60 eight 1 44 eight    ,~~Amazing Massage~~,https://atlanta.craigslist.org/atl/thp/d/amazing-massage/6420471015.html,,12/10/2017 18:58,,,,20:33.7,CL1
130,Hello Gentlemen! My name is Elizabeth. I am a licensed massage therapist. I travel to areas located in Metro Atlanta. Therapeutic Massage - $150.00 HourlyFor an appointment call  show contact infoPlease leave a messageSee you soon!!!*RELIEVE PAIN *PROMOTE RELAXATION* REDUCE STRESS & TENSION*    ,Schedule Your Appointment Today!,https://atlanta.craigslist.org/atl/thp/d/schedule-your-appointment/6420448236.html,"google,map",12/10/2017 18:35,33.8687,-84.3351,,20:34.4,CL1
131,"Hello I'm Nicole, 100% Real and Natural...see me at my private suite...I will rub every inch of your....with my strong gifted hands...I will customize your session... just to cater your needs I'm waiting on you...Weekend Special: 20% OFF NEW CUSTOMERS 10% OFF Returning CustomersIncall Specials:60 min... $10030 min... $50************Outcalls 60 min....$12590 min....$150 **** Credit Cards Accepted ****CALL OR TEXT ME NOWshow contact info(NO BACK & FORTH EMAILS OR TEXTS)....You won't be disappointedOpen 12 hours daily*Weekends by appt only*Need More Info??Google Me:ArtfulTouch By Nicole    ",AMAZING TOUCH,https://atlanta.craigslist.org/atl/thp/d/amazing-touch/6420319083.html,"Vinings,Mabelton,Atlanta",12/10/2017 16:39,33.8332,-84.6031,East-West Connector at Atlanta rd,20:35.0,CL1
132,"Hello my name is Chloe. I'm a Licensed Massage Therapist with a great touch. Several modalities to choose from including, Deep Tissue, Swedish, Aromatherapy, and Sports Massage to name a few.I'm available 7 days a week by appointment. I DO NOT ACCEPT TEXTS. PLEASE CALL!If I miss your call, I'll call you right back. I look forward to meeting you soon.$115.00 Incall $145.00 OutcallDay and Evening appointment available!Have a Wonderful Day and Evening. Chloeshow contact infoCredit Cards Accepted!","AWESOME ""AMERICAN "" MASSAGE THERAPIST WITH INCALL OR OUTCALL",https://atlanta.craigslist.org/atl/thp/d/awesome-american-massage/6420315782.html,BROOKHAVEN,12/10/2017 16:36,33.8687,-84.3351,PEACHTREE RD NE at ASHFORD DUNWOODY RD,20:35.7,CL1
133,"Treat your body to an incredible Full Body Massage!ATLANTA GA'S # C H O I C E!It's time for you to get spoiled by the best female LMTs in Atlanta - Downtown, Airport, Buckhead & surrounding areas! We have positive attitude's with impeccable skill.Your choice of Mobile Massage 1 hour full body session, 90 minutes or the 2 hr session is just perfect for those travelers who are jet-lag or just tired and need a good night's rest.HOTEL Mobile Massage done right!NO DRIVING REQUIRED$125.00 ............ 1 HOUR$150.00 ............ 1.5 HOUR$175.00 ............ 2 HOURComplimentary Body Scrub With Each Session.Please visit our website.http://www.luxmobilemassage.org  show contact info ",Experience 5 Star LUXURY MOBILE MASSAGE É?êÉ?êÉ?êÉ?êÉ?ê,https://atlanta.craigslist.org/atl/thp/d/experience-5-star-luxury/6420293712.html,Outcall,12/10/2017 16:17,,,,20:36.5,CL1
134,"Delightful Spa, Best Asian Massage.Healing Hands  HOT STONE THERAPY, Deep Tissue, Swedish massageDry Sauna Room for your comfort.Walk-in's Welcome CALL NOW:  show contact infoSee you soon    ",Delightful Spa Asian Massage,https://atlanta.craigslist.org/nat/thp/d/delightful-spa-asian-massage/6420267882.html,Roswell,12/10/2017 15:56,34.061923,-84.405972,1470 Woodstock Rd,20:37.3,CL1
135,"Peace my reflections my name is KeJuan. I'm a licensed massage therapist but my massages go way past what I learned in school. My massages will not only relieve your tension but heal your mind, body, and spirit. This is not a massage you can get at any spa. My massages are genuine and come from the heart. I use a combination of deep tissue, swedish, compression, and reflexology in every session but I can also customize it to fit your needs. The setting is warm and cozy with candles, aromatherapy, and relaxing natural sounds in the background. This isn't just a massage but more like an experience. Your whole being will be refreshed, enabling you to face any challenge that life may try to throw your way. Call  show contact info to schedule an appointment today. See you soon30 Min Back Massage or Foot Massage -$2030 Min Full Body Session -$251Hr Full Body Session -$5090 Min Full Body Session -$70Hot stones -$20 add onOutcalls are available and credit/debit are accepted...    ",?¯è?è?è?THE BEST MASSAGE OF YOUR LIFE 4047094727?¯è?è?è?,https://atlanta.craigslist.org/nat/thp/d/the-best-massage-of-your-life/6420249199.html,"Sandy,Springs,Norcross,Atlanta",12/10/2017 15:41,33.9795,-84.3411,,20:38.1,CL1
136,"I offer a variety of massages to include legs, back, shoulders, swedish and deep-tissue just to name a few  Schedule your appointment today.  show contact info! Men, Women, and Couples Welcome! Outcalls available! BENEFITS OF MASSAGE : Reducing stress, pain and muscle tension.AnxietyDigestive disordersFibromyalgiaHeadachesInsomnia related to stressRelaxing Peaceful Healing and much more. Thanks In Advance!    ",Massage By Bella,https://atlanta.craigslist.org/atl/thp/d/massage-by-bella/6420243841.html,"Where,you,want,me,to,be",12/10/2017 15:36,33.5531,-84.4003,,20:39.1,CL1
137,"STOP PAIN. Relax and be pampered!Early Bird Special - $45 one hour body massage from 10 am to 2 pm. 30-minute Foot massage $19.99!Also try our $1 a minute chair massage! (15-minute minimum)!Table shower - $20 for 20 minutes!Hongs Massage has male and female massage therapists who are professionally trained.We are located near the Mall of Georgia just off I-85, next to Costco. Open 7 days a week, 10 a.m. - 10 p.m.Call us for an appointment, but walk-ins are welcome!1600 Mall of Georgia Blvd., Suite 858Buford, GA 30519show contact infohttp://hongsmassage.webs.com ",Éù?Éù?==$19.99 Massage! Free Hot Stone with Body Massage!==Éù?,https://atlanta.craigslist.org/nat/thp/d/1999-massage-free-hot-stone/6420208266.html,"Buford,Sugar,Hill,Suwanee,Lawrenceville",12/10/2017 15:08,34.062615,-83.994427,1600 Mall of Georgia Blvd,20:39.9,CL1
138, ,,https://atlanta.craigslist.org/atl/thp/d/professional-massage-uu/6420204633.html,, ,,,,20:40.7,CL1
139,"Professional Reliable Highly Skilled and Trained. A true licensed massage therapist for 11 years with next level skills I'm very In tuned. It's more than a massage it's an experience. A true oasis sure to send you on a mental vacation!Most Popular Service""Total Body Relaxation""30min $6530min Signature $801hr $1001hr Signature $13090min $15090min Signature $1602hrs also available Full Body Wash/Scrub w/massage 30min $801hr $120 90min $140Foot Bath/Scrub w/reflexology 30min $3540min $45 P.s Thai stretching, Hot Stones,Hot towel treatment, Back walking, Couples, Four Hands, Chair Massages, and/or Aroma therapy also availableText 1stCall, if no response within 10mins Available Now TEXT  show contact infoAsk For Yanni Office Airport ParkVirginia Ave College Park 30337Safe Clean and Cozy private location.show contact info",Hands of a real Goddess...Highly Skilled and Reliable,https://atlanta.craigslist.org/sat/thp/d/hands-of-real-goddesshighly/6420195979.html,"Virginia,Ave",12/10/2017 14:59,,,,20:41.6,CL1
140, ,,https://atlanta.craigslist.org/atl/thp/d/signature-asian-services/6420187862.html,, ,,,,20:42.4,CL1
141,"Service:Deep Tissue ( Chinese traditional)AcupressureThai MassageSwedishSports MassagePrenatal MassageShiatsuFoot MassageHead to Toe ( Special Foot Massage)Combination Massage ( Body & Feet)Table ShowerCuppingBio Electric MassageFree Hot Stone with every foot and body massage.Empress Massage 1 (nearby Sugarloft Mills)1820 North Brown Rd, suite 20Lawrenceville, GA 30043show contact infoEmpress Massage 2 (nearby I-85 exit 104)1960 Day Drive, suite 300Duluth, GA 30096show contact infoCall or Text to Schedule AppointmentPlease visit our website, print the SPECIAL COUPON and Bring it to our store.http://www.empressmassage.net/ ",Come Check Out Our New Massage Therapy,https://atlanta.craigslist.org/nat/thp/d/come-check-out-our-new/6420158324.html,"Lawrenceville,Duluth,Johnscreek",12/10/2017 14:29,33.990475,-84.077583,"1820 North Brown Rd, suite 20",20:43.1,CL1
142," Amazing Massage in Town Come enjoy our professional WHOLE BODY MASSAGE,And we include an exciting HOT STONE MASSAGE absolutely FREE!Luxury and atmosphere. We promise you that you will leave Refreshed and Relaxed. DON'T Wait! Call Now!CALL or TEXT us at  show contact info or call us at  show contact info .Experience the Most Amazing Feeling!Our treatments include: Full body massage Deep tissue/ soft tissue Swedish Walk on the back massage Knee massage Hot stone therapy massage Whole body massage Foot massage Swedish ReflexologyCALL or TEXT us at  show contact info or call us at  show contact info .We are Open 7 days a week 11:00AM - 10:00 PM.Walk-Ins are always Welcome.In Sandy Springs Plaza also known as Trader Joe's Shopping Center.6309 Roswell Road 2f, Sandy Springs GA, 30328 (2nd Floor)    ",Éù?ã?èÉù?ã?èÉù?ã?èGrand opening. Fantastic massage,https://atlanta.craigslist.org/atl/thp/d/grand-opening-fantastic/6420158186.html,"Sandy,spring,atlanta",12/10/2017 14:29,,,,20:43.8,CL1
143," MASSAGE SPRINGFor CELEBRATE WE GRAND OPEN.WE DO SPECIAL OFFER FOR ALL CUSTOMERS.We offer professional foot reflexology * body massage * deep tissue massage * kneeling back massage * Healing oils relaxing music and soft lighting are included for your ultimate comfort and relax.BODY MASSAGE WITH FREE HOT SHONECOMBO FEET AND BODY MASSAGEFOOT MASSAGE WITH FREE HOT STONE WE HAVE VERY NICE AND BEAUTIFUL PLACE. WE OPEN 7 DAYS A WEEK 11:00AM~10:PMWALK IN AND APPOINTMENT ALL WELCOME HURRY UP CALL AND MAKE APPOINTMENT. YOU WILL LOVE. YOU CAN'T MISS IT. WE ARE WAITING FOR YOU.Address: 2580 Windy Hill Road, #500, Marietta, GA 30067    ","Éù?Éù?Grand Opening ,body massage with free Vicky Shower,",https://atlanta.craigslist.org/nat/thp/d/grand-opening-body-massage/6420155986.html,Marietta,12/10/2017 14:28,33.901254,-84.479253,2580 Windy Hill Road,20:44.6,CL1
144,---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm ,"é?è?É?ù??é?è?É?ù??Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",https://atlanta.craigslist.org/nat/thp/d/grandopening-special-3999/6420147129.html,"Norcross,Duluth,Doraville,Johns,Creek",12/10/2017 14:21,33.95064,-84.197695,5245 Buford Hwy,20:45.4,CL1
145,"  ***@@**NEW OPENING **@@***Chinese Massage Beautiful Asians GRAND OPENING in LawrencevillOur Treatments Include: ~ Full Body Massage~ Foot Massage~ Deep Tissue / Soft Tissue ~ Back walking  ~ 4 HANDS Massage ~ Bodywork /Relax~ Knee Massage~ Hot Stone Therapy Massage~ Free Bathing Open 7 days : Monday - Saturday :10:00am ---- 9:30pm Sunday                :10:30am ---- 10:00pm  In LawrencevilleWalk-in or Call  show contact info(I-85 Exit107,then Go East and past Hwy 120 and GA-316, next to Five Guys Burgers and Fries)Address :4788 Sugarloaf Pkwy #103, Lawrenceville, Georgia 30044 ",@@@@!!!Grand Open!!!@@Best Oriental Massage@@@@@@,https://atlanta.craigslist.org/atl/thp/d/grand-openbest-oriental/6420132831.html,"Suwanee,Lawrenceville,Duluth,Buford",12/10/2017 14:10,34.04665,-84.059626,3550 Lawrenceville-Suwanee Rd,20:46.1,CL1
146,"90mins with free table shower and free coconut oil or special oil.Don't look further.come try our massage, Our Therapists will make your experience with us truly relaxed &unforgettable. You will want to come back for more. XU YA Massage is combo of Deep Tissue, Acupressure, Shiatsu, Hot Stone & Barefoot/Ashiatsu (on request) Massage. It enables better ovygenated blood flow helping tissue repair, slows aging & helps relax your body & state of mind and LIFTS your tired muscles back to LIFE again. You will feel so good with your endorphins at end of massage its like having a new rejuvenated body. Don't wait ,Come try our massage. Reflexology & Ionic Detox also available.Try us out & get a truly relaxing lifting experience. Reflexology/Foot Massage, Ionic Detox are also available. Don't wait. Call without delay. Walk-in's are of course welcome.show contact info",Well Trained therapists for truly Relaxing experience,https://atlanta.craigslist.org/nat/thp/d/well-trained-therapists-for/6420122442.html,"woodstock,rosewell",12/10/2017 14:02,34.106,-84.5117,14865 hwy 92 suite 3,20:46.9,CL1
147,"AMAZING EXPERIENCE!! ROSE Massage(Roswell)** Private massage rooms * Clean * Quite & Comfortable** Professional * Asian Massage Therapists** Best prices & better service with our advanced professional procedures** Relieve your pain and stress from your neck, shoulder, arm and backOur wonderful Staff Are Ready To Give You the best massage in Town!!Open 10:00AM - 9:30PM 7days/week Tel:  show contact infoAppointment or Walk-ins Welcome!Add: 11235 Alpharetta Hwy Suite 133 Roswell GA 30076(Same as Just Brakes Shopping Center)====Google map====Services: Full Body Massage / Vichy Shower / Knee Massage / Couples Massage Deep Tissue/Soft Tissue / Hot Stone Therapy Massage / Back Walking Massage Gift Cards Available! ",É??É??New sweet  Asian staff just arrived forÉ??É??Only$39.99/hr,https://atlanta.craigslist.org/nat/thp/d/new-sweet-asian-staff-just/6420117474.html,"Roswell,Alpharetta,Johns,Creek,Marietta",12/10/2017 13:58,34.054348,-84.329199,11235 Alpharetta Hwy,20:47.7,CL1
148," Grand Opening - 4/18/201720% Off (only for body masssage)  Open 7 Days a Week :9am - 9pm Body Massage  Reflexology Foot Massage  Acupuncture  Cupping  Scraping   Acupressure Healing  Massage Hypnosis  Meridian Circulation Electrotherapy  Detox  Combo Massage  Gift Card Available Busy people should take a break and go to a massage spa. It can be a place to pamper yourself, to chill out, relax, recharge, reflect or re-energize. Massage spas cater to a range of health promoting experiences.Store is walk-ins welcome or appointment. We are open 7 days a week.  Address:4300 Buford Hwy Suite 205 Chamblee, GA 30345Tel:  show contact infowww.gotospa18.comwww.gotoyini.comaddress: 4997 Buford hwy chamblee ga 30341 tel; show contact info ",20% off for Body Massage-Grand Opening- Spa 18     Tel:678-712-3357,https://atlanta.craigslist.org/atl/thp/d/20-off-for-body-massage-grand/6420097296.html,CHAMBLEE,12/10/2017 13:43,33.86845,-84.30023,4300 Buford Hwy Suite 205,20:48.6,CL1
149,"Ladies!!!Do you WORK hard??Do you CARE for YOUR body?Are you in NEED of, & DESERVE: Relaxation?Aches & Pain Relief??Stretching??? Head-to-Toe Pampering????Welcome to:THE Complete Body & Wellness Kingdom!!!""Professional Massage by Leo""Beautiful Office located on Virginia Avenue, by the AIRPORT!Available Hours:Monday-Friday: 8am-MidnightSaturday: 8am-10pmSunday: 2pm-MIDNIGHT",Massage & Pampering...$29.&up Ladies ONLY special!!!,https://atlanta.craigslist.org/atl/thp/d/massage-pampering29up-ladies/6419936944.html,"MASSAGE,BY,LEO,AIRPORT,Atlanta",12/10/2017 11:36,33.65927,-84.440662,Virginia Avenue at Myrtle,20:49.5,CL1
150,Knowledgeable massage therapist. Will customize each session according to your needs. Please text day and time you wish to come in. I will respond once I become available.  show contact infoOpen 7 days a week from 9 to 5. No exceptions.    ,Latina Massage Therapist,https://atlanta.craigslist.org/nat/thp/d/latina-massage-therapist/6419920575.html,Marietta,12/10/2017 11:22,,,,20:50.2,CL1
151,"Welcome to my loving, healing Sanctuary... Receive the attention and touch you long for. Feel enveloped by warm love and Pleasure... Magic happens when we listen to and trust our bodies' wisdom, and get out of our thinking heads. Are you ready for a Beautiful, Restorative, Healing journey? Are you ready to feel your body in ways you have not felt it before? I will take you where you need to go... away from the draining stresses of life and work and into a timeless, heart-filled bliss! This work goes deep... I am a Seductive Reiki Master who has mastered the art of intuitive tantric healing. *Respect and integrity are crucial values in my work. Thank you for your respect and Intentionality when you come in for sessions!* * show contact info*. $120/hour.For Women and men. Blessings! I AM NOT AN ESCORT. Zenful Tantric Reiki    ",?¯è???É???¯è?è????¯è?É?õèˇ?¯è?è??®SOOTHING RELAXING BODYWORK ?¯è?É?õèˇ custom,https://atlanta.craigslist.org/sat/thp/d/soothing-relaxing-bodywork/6420079644.html,Riverdale,12/10/2017 13:29,33.5531,-84.4003,,20:51.1,CL1
152,"GRAND OPENING SPECIAL $49.95 1st hour*****NEW GORGEOUS ASIAN STAFF*****ENJOY A GREAT PROFESSIONAL MASSAGE THERAPY SESSIONBrand New establishment. Come in and relax with us.OPEN DAILY: Mon-Sat 9:30am~9:30pmSun 10:30am-7:00pm125 Commons Way, Suite 204, Villa Rica, GA 30180Walk-ins Welcomed ! About Our Services: * Full body massage * Foot Reflexology Massage* Deep Tissue / Soft Tissue Massage* Hot Stone Therapy Massage* Four hands Massage * Couples Massage Couple's Massage:This is the perfect romantic, birthday, or holiday gift for you and your spouse ! Two skilled massage therapists attend to you and the person you love.Hot Stone Massage:Great for stress reduction or relief of modest aches and sports pains.Full Body Oil Massage:A relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing style relieves stress and imparts greater feelings or well-being.Four Hands Massage: Enjoy an extraordinary experience from two massage therapists working together on you using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology Massage:Enjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.",Éù?Éù?Éù?GRAND OPENING SPECIAL (ORIENTAL SPA) 770-573-7372,https://atlanta.craigslist.org/nat/thp/d/grand-opening-special/6419841211.html,"Villa,Rica",12/10/2017 10:08,33.7173,-84.9297,125 Commons Way,20:52.0,CL1
153,[[ ____VERY_NICE!_ Relaxing_Chinese Bodywork ____ ]]Congratulations! you have already found the best Staffin Atlanta . GA ! show contact info10:00am-10:00pm 7 daysDeep Tissue / Swedish / Back Walking/Table Shower & Hot stoneIf you would like a Relaxing Bodywork by ProfessionalAsian Staff Come and Experience a Perfect Bodywork.Body Massage :*** $40/30mins ****** $50/60mins ****** $80/90min ***Foot Reflexology*** 30Mins/$20 ****** 60min /$30 ***welcome walk in11060 Alpharetta Hwy suite 114 Roswell GA 30076    ,É??É??É??É??É??REFRESHING ! AN UNFORGETTABLE ASIAN BODYWORK,https://atlanta.craigslist.org/atl/thp/d/refreshing-an-unforgettable/6420077132.html,"Roswell,Alpharetta",12/10/2017 13:27,34.0213,-84.3104,,20:52.7,CL1
154,"((( GG Spa )))***BETTER RELAXATION 4 U***  3149 E Shadowlawn Ave NE, Atlanta, GA 30305 Come and enjoy a totally relaxing momentWe offer various relaxation service to suit your individual needs  show contact info Body to Soul: We heal you all over 24/7 Always be with youBeautiful  Global Staff are waiting 4 UFree Table Shower! DIRECTION: CLICK ",========== ?¯è?É??É?? =========== GG SPA: 404-907-4699   ======= ?¯è?É??É?? ======,https://atlanta.craigslist.org/atl/thp/d/gg-spa/6420059263.html,"Buckhead,Midtown,Downtown",12/10/2017 13:13,33.841012,-84.374146,3149 E Shadowlawn Ave NE,20:53.5,CL1
155,---- Rose Massage (Norcross)  ----Clean RoomsRelaxing HoursProfessional Massage TherapistsBest in Town FANTASTIC RELAXING MASSAGE!Open Mon-Sun: 10:00am - 10:00pm ,"é?è?É?ù??é?è?É?ù??Grand_Opening Special $39.99/hr.(5245 Buford hwy, Norcross)",https://atlanta.craigslist.org/nat/thp/d/grandopening-special-3999/6420049777.html,"Norcross,Duluth,Doraville,Johns,Creek",12/10/2017 13:06,33.950569,-84.197481,5245 Buford Hwy,20:54.3,CL1
156,"Grand Opening -- Elite Hands Massage by Experienced Professional Licensed TherapistsElite Hands MassageFirst timers can get a body massage (1 hour) for $49Olde Town Center216 Atlanta Road, Suite K, Cummings ,GA 30040Tel: show contact infoMon-Sat 10:30am - 10:00pmSunday 11:00am - 9:30pm",?????????$49 ?????????SPECIAL ??????,https://atlanta.craigslist.org/nat/thp/d/49-special/6420020919.html,"Atlanta,Road,Suite,K",12/10/2017 12:44,34.204269,-84.136305,216 Atlanta Road,20:55.1,CL1
157,"  Welcome to A1 Massage Grand Opening     Summer Special Discount $50/Hr Body Massage    Please Call  show contact info   Location: 2620 Cobb Pkwy SE, Ste 2A, Smyrna, GA 30080",Éù?Summer Special Discount Éù?678-401-2608 Éù?A1 MassageÉù?,https://atlanta.craigslist.org/atl/thp/d/summer-special-discounta1/6420005803.html,"Smyrna,Marietta,Roswell,Atlanta",12/10/2017 12:32,33.903084,-84.488983,2620 Cobb Pkwy SE Ste 2A,20:56.0,CL1
158,"I welcome you to experience the awesomeness of my massage service. I work on straight, bi, gay and curious married gentlemen. I never discriminate by age, weight or looks. All my clients are given 5 star treatment. Your session includes heated massage table,warm lotion, and shower available with hot towel all in a smoke free home. I'm very intuitive and know exactly what a man needs and offers deep to gentle modalities. You will discover a sense of bliss and relaxation both physically and emotionally. I have many repeat clients and would love to meet you soon.(Draping optional), Seniors welcome. CASH/CREDIT   Hours 10am-11pm daily     Rates 60 minutes $80                                                                                   90 minutes $110Outcalls add $25.     Call/ Text  show contact info",M4M RELAXING FULL BODY MASSAGE MALE 4 MALE,https://atlanta.craigslist.org/atl/thp/d/m4m-relaxing-full-body/6420001708.html,"East,Marietta",12/10/2017 12:29,33.9282,-84.4733,,20:56.7,CL1
159,"Far East Massage $59.99 1 hour Full Body MassageSave with an Appointment when you mention this AD and get 20% off a one hour massage - Call Ahead  show contact infoProfessional Therapists waiting to assist youFor relaxation or for a variety of health conditions:  - Back pain - Inflammatory conditions such as arthritis and tendinitis - Stress relief and stress-related conditions - Migraines - Muscle and related conditions such as spasms, strains and sprains - Circulatory and respiratory problems - Relieves stress & Building Immunity.Warm, Clean Atmosphere awaits you - Men and Women. Ask about Our 4 Hand Massage -- NO Appointment Required. Located within the Publix Plaza next to Subway @ East Cherokee and Old Hwy 5 6234 Old Hwy 5, Woodstock, Ga. 30188 Suite D-8ALL Major Credit Cards, Cash, NO CHECKSEXTENDED HOURS!!9:30a - 10:00p Mon thru Sat. 10:00a - 8:00p Sun	Credit Card use Fee under $80 = 2.00	$80 or more = $3.00 ",Far East Masssage - CL SPECIAL! Get 20% off - Far East Massage,https://atlanta.craigslist.org/nat/thp/d/far-east-masssage-cl-special/6419996875.html,"Holly,Springs,Woodstock,Town,Lake",12/10/2017 12:25,34.130812,-84.498521,6234 old Highway 5,20:57.7,CL1
160,"Store hours: 10:00am to 10:00pmOpen 7 days a weekOne hour $60. Half hour $40.Couples Massage .Full Body Massage .Deep Tissue /Soft Tissue.Hot stone Therapy Massage .Free Shower .Sauna.Appointment and Walk-In AvailableGreat Massage1408 Atlanta Hwy,C'umming GA 30040show contact infoHealth Massage1240 Buford Hwy Suite130,C'umming GA 30041show contact info",Great Massage.?¯è?è????¯è?è??˙?¯è?è???& 2nd location is Health Massage,https://atlanta.craigslist.org/nat/thp/d/great-massage-2nd-location-is/6419994783.html,"google,map",12/10/2017 12:23,34.2321,-84.158,,20:58.5,CL1
161,"Cozy Massage Is Now Open! Serving Lawrenceville, Buford, Suwanee, Lanier, Oak & wood, Flowery Branch & Gainesville.Appointment acceptable OR Walk-ins WelcomeWe provide the utmost professional massage services in the town. Friendly nice Asian Staffs. Our clean, comfortable service room and professional therapists will get rid of your stress fast! Come and Relax Visa, Master Card and Cash Accepted.Cozy RoomsRelaxing Service Professional Massage Therapists ""Grand Opening! 4850 Golden Parkway, Buford 30518. Exit 8 on I-985 N. Left on Friendship Road. Cozy Massage is in the Publix Shopping Center on Right, at 1st traffic light""Tel:  show contact infoCozy Massage: WHAT RELAXING MASSAGE MEANT TO BE!","Cozy Massage At Lanier, Now Open for Suwanee, Buford, Lawrenceville",https://atlanta.craigslist.org/nat/thp/d/cozy-massage-at-lanier-now/6419981595.html,"Buford,Lanier",12/10/2017 12:12,34.141646,-83.950825,4850 Golden Parkway,20:59.4,CL1
162,"Grand Opening ""Moon Massage"" Best Massage in Town !!!!!We are professional trained Asian Massage Therapist.Brand New establishment. Therapeutic massage service. Come in to relax with us.We are open 7 days: Mon-Sun 9:30am - 10:30p.mPhone:  show contact infoAddress: 5440 Buford Highway, Norcross, Ga 30071Walk-in Welcomed ! Our Service: Full body oil massage only $49.99Foot Reflexology MassageDeep Tissue / Soft Tissue MassageHot Stone Therapy MassageFour hands Massage only $99.99Couples Massage only $99.99Couple's Massage:This is the perfect romantic, birthday, or holiday gift for you and your spouse ! Two skilled massage therapists attend to you and the person you love.Hot Stone Massage:Great for stress reduction or relief of modest aches and sports pains.Full Body Oil Massage:A relaxing systematic stimulation of the soft tissue and muscles. This rhythmic flowing style relieves stress and imparts greater feelings or well-being.Four Hands Massage: Enjoy an extraordinary experience from two massage therapists working together on you using synchronized massage techniques that flow seamlessly over the entire body.Foot Reflexology Massage:Enjoy a healthful and stimulating experience for tired feet. Your foot reflexology massage therapist will apply pressure to specific points on your feet to stimulate blissful whole body rejuvenation.    ",Moon Message 1 Hour Body Massage ONLY $49.99 Call 470-290-9583,https://atlanta.craigslist.org/atl/thp/d/moon-message-1-hour-body/6419976295.html,Norcross,12/10/2017 12:08,33.945792,-84.20265,5440 Buford Highway,21:00.1,CL1
