,"Dandy Spa---- New Chinese Massage,  show contact infoDandy Spa---- New Chinese Massage,  show contact infoDandy Spa NEW ! 8250 Bash St ,suite B,(82 street) indianapolis, IN, 46250 walk in or appointment , Chinese professional therapeutic massage , seven days a week, Mon-Sat ,10am-9pm, Sunday11am-6pm, Life is good, good wine,good time, good massage, want a relaxation or deep tissuea massage ? I AM ALREADY THERE! 1/2 hour $4045 min $501 hour $60    Dandy Spa---- New Chinese Massage, 317-494-5270","Dandy Spa---- New Chinese Massage,  show contact infoDandy Spa---- New Chinese Massage,  show contact infoDandy Spa NEW ! 8250 Bash St ,suite B,(82 street) indianapolis, IN, 46250 walk in or appointment , Chinese professional therapeutic massage , seven days a week, Mon-Sat ,10am-9pm, Sunday11am-6pm, Life is good, good wine,good time, good massage, want a relaxation or deep tissuea massage ? I AM ALREADY THERE! 1/2 hour $4045 min $501 hour $60    ","Dandy Spa---- New Chinese Massage, 317-494-5270",https://indianapolis.craigslist.org/thp/d/dandy-spa-new-chinese-massage/6424125024.html,kokomo,"bash,st,suite,b",2017-12-13 14:28:58,39.906551,-86.050040,8250 bash st suite b,2017-12-14 11:54:19.886000,CL1
,"Deep Tissue, Sweedish, Sports Massage, Table Thai,  Gentle Touch, Full Body, $80Cupping $60 with massage $100>br>Full Body Salt and Sugar Scrub w/massage $85Located on the near northeast sideAsk for Linda  show contact infoTrained and SkilledEnjoy A Relaxing Massage","Deep Tissue, Sweedish, Sports Massage, Table Thai,  Gentle Touch, Full Body, $80Cupping $60 with massage $100>br>Full Body Salt and Sugar Scrub w/massage $85Located on the near northeast sideAsk for Linda  show contact infoTrained and Skilled",Enjoy A Relaxing Massage,https://indianapolis.craigslist.org/thp/d/enjoy-relaxing-massage/6424021646.html,kokomo,indianapolis,2017-12-13 13:22:35,39.832600,-86.083600,,2017-12-14 11:54:20.909000,CL1
,"Spa Grand Opening (228 W 161st Street . Westfield IN) 1 Spa Grand Opening in Westfield/Carmel/Fishers/Noblesville/IndianapolisCALL ME TODAY:  show contact infoBusiness HoursMon-Sat 10AM - 9:30PMSun 11AM - 9PMLocation228 W. 161st Street. Westfield, IN 46074 Clean  Private Quiet  Comfortable***  Swedish  Deep Tissue  Hot Stone Massage  Hot Oil Massage Body Massage $40/30mins || $55/60mins|| $85/90minsWe Offer Single And Couple MassageMake An Appointment or Walk-in welcome craigslist - Map data  OpenStreetMap228 W 161st Street(google map)it's ok to contact this poster with services or other commercial interestspost id: 5810898558 posted: 22 days ago updated: 14 days ago email to friend   best of [?]Spa grand opening","Spa Grand Opening (228 W 161st Street . Westfield IN) 1 Spa Grand Opening in Westfield/Carmel/Fishers/Noblesville/IndianapolisCALL ME TODAY:  show contact infoBusiness HoursMon-Sat 10AM - 9:30PMSun 11AM - 9PMLocation228 W. 161st Street. Westfield, IN 46074 Clean  Private Quiet  Comfortable***  Swedish  Deep Tissue  Hot Stone Massage  Hot Oil Massage Body Massage $40/30mins || $55/60mins|| $85/90minsWe Offer Single And Couple MassageMake An Appointment or Walk-in welcome craigslist - Map data  OpenStreetMap228 W 161st Street(google map)it's ok to contact this poster with services or other commercial interestspost id: 5810898558 posted: 22 days ago updated: 14 days ago email to friend   best of [?]",Spa grand opening,https://indianapolis.craigslist.org/thp/d/spa-grand-opening/6423931332.html,kokomo,"w,st,street",2017-12-13 12:25:43,40.048900,-86.149900,161st street,2017-12-14 11:54:22.053000,CL1
,"Grand Opening--------Tulip Spa--------ADD: 5550 W 86th St #106 Indianapolis,IN 46268~~ For The Most Relaxing Day Of Your Life~~Beautiful & Sweet Asian Staff Are Ready To Give You BEST ServiceCALL NOW:  show contact infoHighly Skilled, Professional & Friendly Massage Therapists Strive to Give You the Very Best Service!Enjoy a relaxing Asian Massage today.Asian Full Body Massage relaxes your body, stimulates circulation andcalms the mind. Loosen tight muscles. relieve stress and ease tension.Help your body and mind relax while improving your overall health!Our professional therapists are beautiful and highly skilled.We Offer------SwedishDeep Tissue Hot Stone Back-Stepping Massage------------Couple Massage Foot Reflexology  Chair Massage ------Free ShowerWe Accept Visa & Master CardsMore Information Visit Our Website www.tulipspamassage.netOur PriceBody Massage ğŸŒ¹ğŸŒ¹Tulip SpağŸ’— Sweet Asian Staff ğŸ’— Great Massage &","Grand Opening--------Tulip Spa--------ADD: 5550 W 86th St #106 Indianapolis,IN 46268~~ For The Most Relaxing Day Of Your Life~~Beautiful & Sweet Asian Staff Are Ready To Give You BEST ServiceCALL NOW:  show contact infoHighly Skilled, Professional & Friendly Massage Therapists Strive to Give You the Very Best Service!Enjoy a relaxing Asian Massage today.Asian Full Body Massage relaxes your body, stimulates circulation andcalms the mind. Loosen tight muscles. relieve stress and ease tension.Help your body and mind relax while improving your overall health!Our professional therapists are beautiful and highly skilled.We Offer------SwedishDeep Tissue Hot Stone Back-Stepping Massage------------Couple Massage Foot Reflexology  Chair Massage ------Free ShowerWe Accept Visa & Master CardsMore Information Visit Our Website www.tulipspamassage.netOur PriceBody Massage ",ğŸŒ¹ğŸŒ¹Tulip SpağŸ’— Sweet Asian Staff ğŸ’— Great Massage &,https://indianapolis.craigslist.org/thp/d/tulip-spa-sweet-asian-staff/6423928325.html,kokomo,"W,th,St",2017-12-13 12:23:50,39.911234,-86.259112,5550 W 86th St at Zionsville rd,2017-12-14 11:54:23.178000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/asian-massage-grand-opening/6423908928.html,kokomo,, ,,,,2017-12-14 11:54:24.257000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/sunrise-spaawesome-massage/6423882593.html,kokomo,, ,,,,2017-12-14 11:54:25.343000,CL1
,Let us release your bad energy and your stress! WILL SEND MORE PICS TO SHOW WE ARE REAL Come in and enjoy a very relaxing experience! PLEASE TEXT US! show contact infoOffering 30 / 50 / 80 min sessions! Just text us for rates and more pics!Hours: 10am-10pm:Our Sessions include: CLEAN Sheets and Studio Full Body Session Private Rooms 3 Hot Towels per session Complimentary Water Bottle Relaxing Reiki Music  Ambient Lighting Highly experienced and love what we do! We care about our clientele relaxing. Our sessions are designed to release bad pent up energy and reset you. With our reiki touch you can experience a great release of the negative energy which can help with stresses of daily life! Just text us for an appointment!TEXT US for rates and pics!   show contact infoðŸ’Ÿ Beautiful Hands ðŸ’Ÿ,Let us release your bad energy and your stress! WILL SEND MORE PICS TO SHOW WE ARE REAL Come in and enjoy a very relaxing experience! PLEASE TEXT US! show contact infoOffering 30 / 50 / 80 min sessions! Just text us for rates and more pics!Hours: 10am-10pm:Our Sessions include: CLEAN Sheets and Studio Full Body Session Private Rooms 3 Hot Towels per session Complimentary Water Bottle Relaxing Reiki Music  Ambient Lighting Highly experienced and love what we do! We care about our clientele relaxing. Our sessions are designed to release bad pent up energy and reset you. With our reiki touch you can experience a great release of the negative energy which can help with stresses of daily life! Just text us for an appointment!TEXT US for rates and pics!   show contact info,ðŸ’Ÿ Beautiful Hands ðŸ’Ÿ,https://indianapolis.craigslist.org/thp/d/beautiful-hands/6423869346.html,kokomo,"nd,st,and,I",2017-12-13 11:46:40,39.904996,-86.048183,82nd st at Shadeland ave,2017-12-14 11:54:26.439000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/new-asian-masseuses-perfect/6423864599.html,kokomo,, ,,,,2017-12-14 11:54:27.548000,CL1
,"Welcome To Day Spa ~  DEEP TISSUE ~BOD & FOOT MASSAGE~ Give us a call & come experience one of the best massages of your life.  Beautiful & Sweet Asian Staff Are Ready To Give You a Phenomenal Professional MassageNew construction /New owner /New FaceBuy 10 Get 1 Free  Tel:  show contact infoOpen 7days 9am-9pm     Add:2372 E Main St.Plainfield, IN 46168 ====  Map ==== ~~  For The Most Relaxing Day Of Your Life~~ NECK PAIN  SHOULDER PAIN BACK PAINHelp your body and mind relax while improving your overall health!Our professional therapists are beautiful and highly skilled.Walk-in-Welcome ðŸ’‹$40up Grand Opening Best Asian Massage in--Plainfield 317-529-5374","Welcome To Day Spa ~  DEEP TISSUE ~BOD & FOOT MASSAGE~ Give us a call & come experience one of the best massages of your life.  Beautiful & Sweet Asian Staff Are Ready To Give You a Phenomenal Professional MassageNew construction /New owner /New FaceBuy 10 Get 1 Free  Tel:  show contact infoOpen 7days 9am-9pm     Add:2372 E Main St.Plainfield, IN 46168 ====  Map ==== ~~  For The Most Relaxing Day Of Your Life~~ NECK PAIN  SHOULDER PAIN BACK PAINHelp your body and mind relax while improving your overall health!Our professional therapists are beautiful and highly skilled.Walk-in-Welcome ",ðŸ’‹$40up Grand Opening Best Asian Massage in--Plainfield 317-529-5374,https://indianapolis.craigslist.org/thp/d/40up-grand-opening-best-asian/6423783458.html,kokomo,"E,Main,St,Plainfield,IN",2017-12-13 10:50:24,39.689300,-86.391900,"2372 E Main St.Plainfield,",2017-12-14 11:54:28.651000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/monica-spa/6423759089.html,kokomo,, ,,,,2017-12-14 11:54:29.748000,CL1
,"Specials for Today Only!!!Just $50 for 60 Minutes of Swedish massage!!!Just $75 for 90 Minutes of Swedish Massage!!!Just $90 for 60 Minutes of 4 Hands Massage with 2 Females!!!Just $100 for 60 Minutes of Couples Massage with 1 Male and 1 Female Therapist!!!Sunny's Place for Therapeutic Massage:Close your eyes and let my touch transport you to the island of Serenity, where stress and worry are not allowed. Pamper yourself. You know you need it. My touch will leave you completely relaxed and refreshed.Male and female therapists are available.60 minutes $6090 minutes $90120 minutes $12060 minutes of 4 hands massage with 2 female therapists $12060 minutes couples massage $150Every massage includes hot towels, clean linens and soft music in a very calm environment. Hot stones and a hot shower are also available at no additional cost. Reservations for your escape are accepted through email only.Walkins are welcome but I may not answer the doorbell when I am in session.Sunny's Place is located in the North Point Professional Building on the right side in Suite 1.4954 East 56th Street, Suite 1Indianapolis, IN 46220    4 Hands Massage for Just $90","Specials for Today Only!!!Just $50 for 60 Minutes of Swedish massage!!!Just $75 for 90 Minutes of Swedish Massage!!!Just $90 for 60 Minutes of 4 Hands Massage with 2 Females!!!Just $100 for 60 Minutes of Couples Massage with 1 Male and 1 Female Therapist!!!Sunny's Place for Therapeutic Massage:Close your eyes and let my touch transport you to the island of Serenity, where stress and worry are not allowed. Pamper yourself. You know you need it. My touch will leave you completely relaxed and refreshed.Male and female therapists are available.60 minutes $6090 minutes $90120 minutes $12060 minutes of 4 hands massage with 2 female therapists $12060 minutes couples massage $150Every massage includes hot towels, clean linens and soft music in a very calm environment. Hot stones and a hot shower are also available at no additional cost. Reservations for your escape are accepted through email only.Walkins are welcome but I may not answer the doorbell when I am in session.Sunny's Place is located in the North Point Professional Building on the right side in Suite 1.4954 East 56th Street, Suite 1Indianapolis, IN 46220    ",4 Hands Massage for Just $90,https://indianapolis.craigslist.org/thp/d/4-hands-massage-for-just-90/6423757358.html,kokomo,"East,th,Street,Suite",2017-12-13 10:32:20,39.855630,-86.087859,"4954 East 56th Street, Suite 1 at Emerson Way",2017-12-14 11:54:30.768000,CL1
,"Absolutely Sensational Therapeutic Relaxation MassageEnjoy A Soothing Unrushed Massage Session Designed To Meet Your Specific Needs! Your massage will be given by a professionally trained, attractive therapist that is looking forward to taking care of all of your relaxation needs. Each Relaxation Massage Session Includes : Swedish/Relaxation Massage Cranial Relaxation Light Touch Massage Deep Tissue Massage StretchingGrand Opening.Mon- Sun 10am to 10pm $65for an hr $50 for 30 mins $100for 90 minsCall  show contact infoAbsolutely Sensational Therapeutic Relaxation Massage (Plainfield)","Absolutely Sensational Therapeutic Relaxation MassageEnjoy A Soothing Unrushed Massage Session Designed To Meet Your Specific Needs! Your massage will be given by a professionally trained, attractive therapist that is looking forward to taking care of all of your relaxation needs. Each Relaxation Massage Session Includes : Swedish/Relaxation Massage Cranial Relaxation Light Touch Massage Deep Tissue Massage StretchingGrand Opening.Mon- Sun 10am to 10pm $65for an hr $50 for 30 mins $100for 90 minsCall  show contact info",Absolutely Sensational Therapeutic Relaxation Massage (Plainfield),https://indianapolis.craigslist.org/thp/d/absolutely-sensational/6423715102.html,kokomo,"google,map",2017-12-13 10:01:08,39.689300,-86.391900,132 Perry Rd,2017-12-14 11:54:31.794000,CL1
," GRAND OPENING  have the top massage with our friendly licensed massage therapists. We offer Deep Tissue, and Swedish Massage. We have clean private rooms, convenience location and very friendly Asian masseuse to serve you. Tel:  show contact infoopen 7days 9.30am-10pm ==== Map ==== 445 Gradle Dr Carmel IN 46032 Chinese, reflexology, & swedish,deep tissue massage  Hot Oil free Hot Stone  $40/30minus   $60/60minus   $90/90minus     ♪♫•*¨❤ GRAND OPENING   ❤Best Service in Carmel ¸¸.•"," GRAND OPENING  have the top massage with our friendly licensed massage therapists. We offer Deep Tissue, and Swedish Massage. We have clean private rooms, convenience location and very friendly Asian masseuse to serve you. Tel:  show contact infoopen 7days 9.30am-10pm ==== Map ==== 445 Gradle Dr Carmel IN 46032 Chinese, reflexology, & swedish,deep tissue massage  Hot Oil free Hot Stone  $40/30minus   $60/60minus   $90/90minus     ",♪♫•*¨❤ GRAND OPENING   ❤Best Service in Carmel ¸¸.•,https://indianapolis.craigslist.org/thp/d/grand-opening-best-service-in/6423670548.html,kokomo,"google,map",2017-12-13 09:24:31,39.965362,-86.134390,445 Gradle Dr,2017-12-14 11:54:32.896000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/luxurious-asian-massage/6423660291.html,kokomo,, ,,,,2017-12-14 11:54:34.011000,CL1
, , ,,https://indianapolis.craigslist.org/thp/d/happy-christmas-better-service/6423017863.html,kokomo,, ,,,,2017-12-14 11:54:35.114000,CL1
,"Grand Opening--------Tulip Spa--------ADD: 5550 W 86th St #106 Indianapolis,IN 46268~~ For The Most Relaxing Day Of Your Life~~Beautiful & Sweet Asian Staff Are Ready To Give You BEST ServiceCALL NOW:  show contact infoHighly Skilled, Professional & Friendly Massage Therapists Strive to Give You the Very Best Service!Enjoy a relaxing Asian Massage today.Asian Full Body Massage relaxes your body, stimulates circulation andcalms the mind. Loosen tight muscles. relieve stress and ease tension.Help your body and mind relax while improving your overall health!Our professional therapists are beautiful and highly skilled.We Offer------SwedishDeep Tissue Hot Stone Back-Stepping Massage------------Couple Massage Foot Reflexology  Chair Massage ------Free ShowerWe Accept Visa & Master CardsMore Information Visit Our Website www.tulipspamassage.netOur PriceBody Massage ğŸŒ¹ğŸŒ¹Tulip SpağŸ’— Sweet Asian Staff ğŸ’— Great Massage &","Grand Opening--------Tulip Spa--------ADD: 5550 W 86th St #106 Indianapolis,IN 46268~~ For The Most Relaxing Day Of Your Life~~Beautiful & Sweet Asian Staff Are Ready To Give You BEST ServiceCALL NOW:  show contact infoHighly Skilled, Professional & Friendly Massage Therapists Strive to Give You the Very Best Service!Enjoy a relaxing Asian Massage today.Asian Full Body Massage relaxes your body, stimulates circulation andcalms the mind. Loosen tight muscles. relieve stress and ease tension.Help your body and mind relax while improving your overall health!Our professional therapists are beautiful and highly skilled.We Offer------SwedishDeep Tissue Hot Stone Back-Stepping Massage------------Couple Massage Foot Reflexology  Chair Massage ------Free ShowerWe Accept Visa & Master CardsMore Information Visit Our Website www.tulipspamassage.netOur PriceBody Massage ",ğŸŒ¹ğŸŒ¹Tulip SpağŸ’— Sweet Asian Staff ğŸ’— Great Massage &,https://indianapolis.craigslist.org/thp/d/tulip-spa-sweet-asian-staff/6422821431.html,kokomo,"W,th,St",2017-12-12 14:31:56,39.911234,-86.259112,5550 W 86th St at Zionsville rd,2017-12-14 11:54:36.220000,CL1
,"Specials for Today Only!!!Just $50 for 60 Minutes of Swedish massage!!!Just $75 for 90 Minutes of Swedish Massage!!!Just $90 for 60 Minutes of 4 Hands Massage with 2 Females!!!Just $100 for 60 Minutes of Couples Massage with 1 Male and 1 Female Therapist!!!Sunny's Place for Therapeutic Massage:Close your eyes and let my touch transport you to the island of Serenity, where stress and worry are not allowed. Pamper yourself. You know you need it. My touch will leave you completely relaxed and refreshed.Male and female therapists are available.60 minutes $6090 minutes $90120 minutes $12060 minutes of 4 hands massage with 2 female therapists $12060 minutes couples massage $150Every massage includes hot towels, clean linens and soft music in a very calm environment. Hot stones and a hot shower are also available at no additional cost. Reservations for your escape are accepted through email only.Walkins are welcome but I may not answer the doorbell when I am in session.Sunny's Place is located in the North Point Professional Building on the right side in Suite 1.4954 East 56th Street, Suite 1Indianapolis, IN 4622    Just $75 for 90 Minutes of Relaxation!!! Today Only!!!","Specials for Today Only!!!Just $50 for 60 Minutes of Swedish massage!!!Just $75 for 90 Minutes of Swedish Massage!!!Just $90 for 60 Minutes of 4 Hands Massage with 2 Females!!!Just $100 for 60 Minutes of Couples Massage with 1 Male and 1 Female Therapist!!!Sunny's Place for Therapeutic Massage:Close your eyes and let my touch transport you to the island of Serenity, where stress and worry are not allowed. Pamper yourself. You know you need it. My touch will leave you completely relaxed and refreshed.Male and female therapists are available.60 minutes $6090 minutes $90120 minutes $12060 minutes of 4 hands massage with 2 female therapists $12060 minutes couples massage $150Every massage includes hot towels, clean linens and soft music in a very calm environment. Hot stones and a hot shower are also available at no additional cost. Reservations for your escape are accepted through email only.Walkins are welcome but I may not answer the doorbell when I am in session.Sunny's Place is located in the North Point Professional Building on the right side in Suite 1.4954 East 56th Street, Suite 1Indianapolis, IN 4622    ",Just $75 for 90 Minutes of Relaxation!!! Today Only!!!,https://indianapolis.craigslist.org/thp/d/just-75-for-90-minutes-of/6422745931.html,kokomo,"East,th,Street,Suite",2017-12-12 13:44:09,39.855704,-86.087912,"4954 East 56th Street, Suite 1 at Emerson Way",2017-12-14 11:54:37.241000,CL1
